Cleaned institution name,Institution ID,Homepage,Country (ISO2),Head institution
University of Tuscia,229,https://www.unitus.it/en/,IT,University of Tuscia
National Institute of Oceanography and Applied Geophysics of Italy (OGS),234,https://www.ogs.it/en,IT,National Institute of Oceanography and Applied Geophysics of Italy (OGS)
WWF Mediterranean,235,https://www.wwfmmi.org/,IT,WWF Mediterranean
University of Palermo,245,https://www.unipa.it/,IT,University of Palermo
Euro-Mediterranean Center on Climate Change (CMCC),356,https://www.cmcc.it/,IT,Euro-Mediterranean Center on Climate Change (CMCC)
Old Harbour of Genova,358,https://portoantico.it/,IT,City of Genova
BF Partners,359,https://www.bfpartners.it/,IT,BF Partners
ETT Solutions,360,https://ettsolutions.com/en/,IT,ETT Group
Circle Garage,361,https://circlegarage.com/,IT,Circle Garage
Netalia,362,https://www.netalia.it/,IT,Netalia
Aitrust,363,https://www.aitrust.it/en/,IT,Aitrust
Machine Learning Genoa Center (MalGa),364,https://malga.unige.it/,IT,University of Genoa
Icons,376,https://www.icons.it/,IT,Icons
Europlastic SRL,399,https://www.europlasticsrl.com/,IT,Europlastic SRL
European Plate Observing System (EPOS),405,https://www.epos-eu.org/,IT,European Union
National Institute of Geophysics and Volcanology (INGV),410,https://www.ingv.it/,IT,National Institute of Geophysics and Volcanology (INGV)
National Institute of Oceanography and Applied Geophysics of Italy (OGS),437,https://www.ogs.it/en,IT,National Institute of Oceanography and Applied Geophysics of Italy (OGS)
National Research Council of Italy (CNR),468,https://www.cnr.it/en,IT,National Research Council of Italy (CNR)
Bologna University,483,https://www.unibo.it/it,IT,Bologna University
ETT Solutions,492,https://ettsolutions.com/en/,IT,ETT Group
One Ocean Foundation,501,https://www.1ocean.org/,IT,One Ocean Foundation
Federazione Italiana Parchi e Riserve Naturali (Federparchi),503,https://www.federparchi.it/index.php,IT,Europarc Federation
National Research Council for Agriculture and Economics of Italy (CREA),520,https://www.crea.gov.it/en/home,IT,National Research Council for Agriculture and Economics of Italy (CREA)
National Research Council of Italy (CNR),522,https://www.cnr.it/en,IT,National Research Council of Italy (CNR)
National Institute of Geophysics and Volcanology of Italy (INGV),530,https://www.ingv.it/en/,IT,National Institute of Geophysics and Volcanology of Italy (INGV)
E-Science European Infrastructure For Biodiversity And Ecosystem Research (ERIC),531,https://www.lifewatch.eu/,IT,European Union
The European Multidisciplinary Seafloor and Water Column Observatory,541,https://emso.eu/,IT,European Research Infrastructure Consortium
Euro-Mediterranean Center on Climate Change (CMCC),551,https://www.cmcc.it/,IT,CMCC
Bologna University,553,https://www.unibo.it/it,IT,Bologna University
National Research Council of Italy (CNR),554,https://www.cnr.it/en,IT,National Research Council of Italy (CNR)
Scuola Universitaria Superiore of Pavia (IUSS),555,https://www.iusspavia.it/en/education/discover-iuss,IT,Scuola Universitaria Superiore of Pavia (IUSS)
Consorzio Futuro in Ricerca (CFR),556,https://www.cieffeerre.it/,IT,Consorzio Futuro in Ricerca (CFR)
University Consortium (CINECA),569,https://www.cineca.it/,IT,CINECA
National Research Council of Italy (CNR),572,https://www.cnr.it/en,IT,National Research Council of Italy (CNR)
National Institute of Geophysics and Volcanology (INGV),573,https://www.ingv.it/,IT,National Institute of Geophysics and Volcanology (INGV)
Trust-iT Services,578,https://trust-itservices.com/,IT,Trust-iT Services
Zoological Station Anton Dohrn (SZN),579,https://www.szn.it/index.php/en/,IT,Zoological Station Anton Dohrn (SZN)
University of Naples Federico II (UNINA),580,https://www.international.unina.it/,IT,University of Naples Federico II (UNINA)
Euro-Mediterranean Center on Climate Change (CMCC),597,https://www.cmcc.it/,IT,Euro-Mediterranean Center on Climate Change (CMCC)
University of Parma,622,https://www.unipr.it/en,IT,University of Parma
E-Science European Infrastructure For Biodiversity And Ecosystem Research (ERIC),667,https://www.lifewatch.eu/,IT,European Union
National Research Council of Italy (CNR),673,https://www.cnr.it/en,IT,National Research Council of Italy (CNR)
University of Trento,680,https://www.unitn.it/,IT,University of Trento
Zoological Station Anton Dohrn (SZN),705,https://www.szn.it/index.php/en/,IT,Zoological Station Anton Dohrn (SZN)
Institute of Marine Sciences (ISMAR),708,https://www.ricercamarina.cnr.it/en/ismar.php,IT,National Research Council of Italy (CNR)
Institute of Polar Sciences (ISP),712,https://www.isp.cnr.it/index.php/en/,IT,National Research Council of Italy (CNR)
Institute of Marine Sciences (ISMAR),713,https://www.ricercamarina.cnr.it/en/ismar.php,IT,National Research Council of Italy (CNR)
Eucentre Foundation,727,https://www.eucentre.it/,IT,Eucentre Foundation
R2M Solution,731,https://www.r2msolution.com/,IT,R2M Solution
RINA Consulting,732,https://www.rina.org/,IT,RINA Consulting
Scuola Universitaria Superiore of Pavia (IUSS),733,https://www.iusspavia.it/en/education/discover-iuss,IT,Scuola Universitaria Superiore of Pavia (IUSS)
Euro-Mediterranean Center on Climate Change (CMCC),807,https://www.cmcc.it/,IT,Euro-Mediterranean Center on Climate Change (CMCC)
Consortium for the Coordination of Research on the Venice Lagoon System (CORILA),812,https://www.corila.it/en/,IT,Consortium for the Coordination of Research on the Venice Lagoon System (CORILA)
Euro-Mediterranean Center on Climate Change (CMCC),813,https://www.cmcc.it/,IT,Euro-Mediterranean Center on Climate Change (CMCC)
Ministry of Infrastructure and Transport,829,https://www.mit.gov.it/,IT,Ministry of Infrastructure and Transport
EdgeLab,875,https://www.edgelab.eu/,IT,EdgeLab
University of Padova (UNIPD),877,https://www.unipd.it/,IT,University of Padova (UNIPD)
International Association of Technical and Nitrox Divers (IANTD),884,https://iantd.com/,IT,International Association of Technical and Nitrox Divers (IANTD)
Marina Diving Corrado Ambrosi (MDCA),888,https://marinadiving.com/it/,IT,Marina Diving Corrado Ambrosi (MDCA)
The European Multidisciplinary Seafloor and Water Column Observatory,896,https://emso.eu/,IT,European Research Infrastructure Consortium
Wsense,907,https://wsense.it/,IT,Sapienza University
Province of Frosinone and Latina,916,https://sabapfrlt.cultura.gov.it/,IT,Province of Frosinone and Latina
Research Centre for Geological Risk (CERI),920,http://www.ceri.uniroma1.it/,IT,Sapienza University of Rome
University of Trento,959,https://www.unitn.it/,IT,University of Trento
Sant'Anna School of Advanced Studies,964,https://www.santannapisa.it/,IT,Sant'Anna School of Advanced Studies
The European Multidisciplinary Seafloor and Water Column Observatory,968,https://emso.eu/,IT,European Research Infrastructure Consortium
Digital Jersey Limited,365,https://www.digital.je/,JE,Digital Jersey Limited
Japan Meteorological Agency,209,https://www.jma.go.jp/jma/indexe.html,JP,Japan Meteorological Agency
RIKEN Innovation,210,https://www.riken.jp/,JP,RIKEN Innovation
Hokkaido University,244,https://www.global.hokudai.ac.jp/,JP,Hokkaido University
United Nations University,281,https://unu.edu/,JP,United Nations 
Tokyo University of Marine Science and Technology,448,https://www.kaiyodai.ac.jp/en/,JP,Tokyo University of Marine Science and Technology
Japan Ship Technology Research Association (JSTRA),798,https://www.jstra.jp/en/,JP,Japan Ship Technology Research Association (JSTRA)
Center for International Forestry Research and World Agroforestry (CIFOR-ICRAF),784,https://www.cifor-icraf.org/,KE,Consultative Group on International Agricultural Research (CGIAR)
Ministry of Fisheries and Marine Resources Development of Kiribati,324,https://www.mfor.gov.ki/,KI,Government of Kiribati
"Marine Research Institute, Klaipėda University (KU)",442,https://jti.ku.lt/en/,LT,Klaipėda University (KU)
Klaipėda University,670,https://www.ku.lt/,LT,Klaipėda University
Metis Baltic,757,https://www.metisbaltic.com/,LT,Metis Baltic
Netcompany-Intrasoft (INTRA),847,https://www.netcompany-intrasoft.com/,LU,Netcompany-Intrasoft (INTRA)
Latvian Institute of Aquatic Ecology (LIAE),67,https://lhei.lv/en/,LV,Latvian Institute of Aquatic Ecology (LIAE)
University Chouaib Doukkali (UCD),49,http://www.ucd.ac.ma/en/,MA,University Chouaib Doukkali (UCD)
Cadi Ayyad University,423,https://www.uca.ma/en,MA,Cadi Ayyad University
University Mohammed Premier,822,https://www.ump.ma/,MA,University Mohammed Premier
National Center for Scientific and Technical Research (CNRST),940,https://www.cnrst.ma/,MA,University of Rabat
Geological Survey of Montenegro (GeoZAVOD),512,https://geozavod.co.me/,ME,Geological Survey of Montenegro (GeoZAVOD)
Nova Blue Environment,684,https://www.novablue-environment.org/,MQ,Nova Blue Environment 
University of Malta,66,https://www.um.edu.mt/,MT,University of Malta
University of Malta,470,https://www.um.edu.mt/,MT,University of Malta
Maldives Space Research Organisation (MSRO),300,https://msro.mv/,MV,Maldives Space Research Organisation (MSRO)
Ensenada Center for Scientific Research and Advanced Studies (CICESE),50,https://www.cicese.edu.mx/,MX,Ensenada Center for Scientific Research and Advanced Studies (CICESE)
Interdisciplinary Center for Marine Sciences (CICIMAR),357,https://www.cicimar.ipn.mx/,MX,Interdisciplinary Center for Marine Sciences (CICIMAR)
Interdisciplinary Center for Marine Sciences (CICIMAR),426,https://www.cicimar.ipn.mx/,MX,Interdisciplinary Center for Marine Sciences (CICIMAR)
Universiti Sains Malaysia,233,https://www.usm.my/,MY,Universiti Sains Malaysia
University Save,820,https://unisave.ac.mz/,MZ,University Save
Pacific Commuty Center for Ocean Science (PCCOS),223,https://pccos.spc.int/,NC,The Pacific Community (SPC)
"South Pacific integrated observatory for the environment, terrestrial and marine biodiversity (GOPS)",337,https://oeil.nc/cdrn/index.php/acteur/view/83,NC,"South Pacific integrated observatory for the environment, terrestrial and marine biodiversity (GOPS)"
The Pacific Community,801,https://www.spc.int/,NC,The Pacific Community
FishFlow Innovations,21,https://fishflow.nl/en/,NL,FishFlow Innovations
Noria,28,https://www.noria.earth/,NL,Noria
Wageningen University & Research,34,https://www.wur.nl/,NL,Wageningen University
Royal Netherlands Meteorological Institute (KNMI),100,https://www.knmi.nl/,NL,Royal Netherlands Meteorological Institute (KNMI)
University of Amsterdam,105,https://www.uva.nl/,NL,University of Amsterdam
European Grid Infrastructure (EGI),122,https://www.egi.eu/,NL,EGI Federation
Hydrorock,137,https://www.hydrorock.com/,NL,Hydrorock
European Grid Infrastructure (EGI),192,https://www.egi.eu/,NL,European Grid Infrastructure (EGI)
Deltares,277,https://www.deltares.nl/,NL,Deltares
Fugro,301,https://www.fugro.com/,NL,Fugro
The Ocean Cleanup,369,https://theoceancleanup.com/,NL,The Ocean Cleanup
Royal Netherlands Meteorological Institute (KNMI),380,https://www.knmi.nl/,NL,Royal Netherlands Meteorological Institute (KNMI)
Breda University of Applied Sciences,478,https://www.buas.nl/,NL,Breda University of Applied Sciences
Deltares,482,https://www.deltares.nl/,NL,Deltares
Impact2Day,505,https://www.impact2day.co/,NL,Impact2Day
Geological Survey of the Netherlands,506,https://www.geologischedienst.nl/,NL,Netherlands Organisation for Applied Scientific Research (TNO)
European Grid Infrastructure (EGI),519,https://www.egi.eu/,NL,European Grid Infrastructure (EGI)
MARIS B.V.,534,https://www.maris.nl/,NL,MARIS
MARIS B.V.,574,https://www.maris.nl/,NL,MARIS
Deltares,604,https://www.deltares.nl/,NL,Deltares
Breda University of Applied Sciences (BUas) ,617,https://www.buas.nl/en,NL,Breda University
Suzlon Energy Dutch Branch,639,https://www.suzlon.com//in-en/suzlon-worldwide/europe,NL,Suzlon Energy
Stichting Hummel Foundation For Sustainable Solutions,669,https://hufoss.nl/,NL,Stichting Hummel Foundation For Sustainable Solutions
Rijkswaterstaat,691,https://www.rijkswaterstaat.nl/,NL,Government of the Netherlands
Deltares,723,https://www.deltares.nl/,NL,Deltares
Delft University of Technology (TU Delft),868,https://www.tudelft.nl/en/,NL,Delft University of Technology (TU Delft)
Technical University of Eindhoven (TU/e),876,https://www.tue.nl/,NL,Technical University of Eindhoven (TU/e)
Mooi Noord-Holland,881,https://mooinoord-holland.nl/,NL,Mooi Noord-Holland
Deltares,895,https://www.deltares.nl/,NL,Deltares
Delft University of Technology (TU Delft),943,https://www.tudelft.nl/en/,NL,Delft University of Technology (TU Delft)
Technical University of Eindhoven (TU/e),944,https://www.tue.nl/,NL,Technical University of Eindhoven (TU/e)
University of Twente (UT),945,https://www.utwente.nl/,NL,University of Twente (UT)
Wageningen University & Research,946,https://www.wur.nl/,NL,Wageningen University
Royal Netherlands Institute for Sea Research (NIOZ),947,https://www.nioz.nl/,NL,Royal Netherlands Institute for Sea Research (NIOZ)
Utrecht University (UU),948,https://www.uu.nl/,NL,Utrecht University (UU)
The Dutch Ministry of Infrastructure and Water Management,949,https://www.government.nl/ministries/ministry-of-infrastructure-and-water-management,NL,Government of the Kingdom of the Netherlands
Haskoning,950,https://www.haskoning.com/,NL,Haskoning
Port of Rotterdam,951,https://www.portofrotterdam.com/en,NL,Port of Rotterdam
Dutch Research Council (NWO),952,https://www.nwo.nl/en,NL,Dutch Research Council (NWO)
Port of Amsterdam,953,https://www.portofamsterdam.com/en,NL,Port of Amsterdam
Norwegian Institute for Water Research (NIVA),69,https://www.niva.no/,NO,Norwegian Institute for Water Research (NIVA)
SINTEF,70,https://www.sintef.no/,NO,SINTEF
Hub Ocean,113,https://www.hubocean.earth/,NO,Hub Ocean
Nansen Environmental and Remote Sensing Center (NERSC),114,https://www.nersc.no/,NO,Nansen Center
SIOS Knowledge Centre,115,https://sios-svalbard.org/KnowledgeCentre,NO,Svalbard Integrated Arctic Earth Observing System (SIOS)
Norwegian Geotechnical Institute (NGI),156,https://www.ngi.no/,NO,Norwegian Geotechnical Institute (NGI)
Institute of Marine Research ,178,https://www.hi.no,NO,Institute of Marine Research
University of Bergen (UiB),187,https://www.uib.no,NO,University of Bergen (UiB)
Nansen Environmental and Remote Sensing Center (NERSC),224,https://www.nersc.no/,NO,Nansen Environmental and Remote Sensing Center (NERSC)
SINTEF,250,https://www.sintef.no/,NO,SINTEF
Norwegian Meteorological Institute,346,https://www.met.no/,NO,Norwegian Meteorological Institute
"Faculty of Biosciences, Fisheries and Economy, The Arctic University of Norway (UIT)",430,https://en.uit.no,NO,The Arctic University of Norway (UIT)
Norwegian Institute for Water Research (NIVA),444,https://www.niva.no/,NO,Norwegian Institute for Water Research (NIVA)
Norwegian Institute for Water Research (NIVA),471,https://www.niva.no/,NO,Norwegian Institute for Water Research (NIVA)
Veracity,484,https://www.veracity.com/,NO,DNV
Norwegian Institute for Air Research (NILU),535,https://nilu.com/,NO,Norwegian Institute for Air Research (NILU)
SINTEF,591,https://www.sintef.no/,NO,SINTEF
Simula,593,https://www.simula.no/,NO,Simula
NorthWind,610,https://www.northwindresearch.no/,NO,NorthWind
Kongsberg,634,https://www.kongsberg.com/,NO,Kongsberg
Akvaplan Niva,668,https://akvaplan.no/en,NO,Akvaplan Niva
Norwegian Institute for Water Research (NIVA),697,https://www.niva.no/,NO,Norwegian Institute for Water Research (NIVA)
NORSAR ,722,https://www.norsar.no/,NO,NORSAR 
OSLO-OSL (Oslo Municipality Emergency Response Agency),734,,NO,Government of Norway
Hub Ocean,780,https://www.hubocean.earth/,NO,Hub Ocean
Norwegian University of Science and Technology (NTNU),786,https://www.ntnu.edu/,NO,Norwegian University of Science and Technology (NTNU)
Norwegian Institute for Cultural Heritage Research (NIKU),879,https://www.niku.no/,NO,Norwegian Institute for Cultural Heritage Research (NIKU)
NORCE,902,https://www.norceresearch.no/,NO,NORCE
Norwegian Geotechnical Institute (NGI),934,https://www.ngi.no/,NO,Norwegian Geotechnical Institute (NGI)
University of Waikato (UW),190,https://www.waikato.ac.nz,NZ,University of Waikato (UW)
MetOcean Solutions,216,https://www.metocean.co.nz/,NZ,Meteorological Service of New Zealand
"University of Victoria, Wellington",331,https://www.wgtn.ac.nz/,NZ,"University of Victoria, Wellington"
Geophysical Institute of Peru (IGP),227,https://www.gob.pe/igp,PE,Geophysical Institute of Peru (IGP)
Geophysics Institute of Peru,239,https://www.gob.pe/en/institucion/igp/institucional,PE,Geophysics Institute of Peru
Scientific University of the South,240,https://www.cientifica.edu.pe/,PE,Scientific University of the South
Peruvian Institute of the Sea (IMARPE),587,https://www.gob.pe/imarpe,PE,Ministry of Production of Peru
Multisectoral Committee for the National Study of the El Niño Phenomenon (ENFEN),867,https://enfen.imarpe.gob.pe/,PE,Ministry of Environment of Peru
National Observation Service (CORAIL),317,https://observatoire.criobe.pf/wiki/tiki-index.php,PF,National Institute of Sciences of the Universe (INSU)
High Commissioner of the Republic of France in French Polynesia,318,https://www.polynesie-francaise.pref.gouv.fr/Services-de-l-Etat/Le-Haut-Commissariat,PF,Government of France
French Polynesia Department of Environment (DIREN),319,https://www.service-public.pf/diren/,PF,French Polynesia Department of Environment (DIREN)
French Polynesia Department of Marine Resources (DRMM),320,https://www.ressources-marines.gov.pf/,PF,French Polynesia Department of Marine Resources (DRMM)
City of Papeete,321,https://www.papeete.pf/,PF,City of Papeete
Moorea-Maiao Municipality,322,https://www.commune-moorea.net/,PF,Moorea-Maiao Municipality
Air Tahiti Nui,332,https://www.airtahiti.com/,PF,Air Tahiti Nui
Aranui Cruises,333,https://www.diamir.de/franzoesisch-polynesien/reise/PYFKRZ?utm_source=google&utm_medium=cpc&utm_campaign=australien_search&utm_content=192157863831&utm_term=aranui%20schiff&gad_source=1,PF,Aranui Cruises
Gambier Pearls,334,https://www.facebook.com/gambierpearls/,PF,Gambier Pearls
Geopolynesia,335,https://www.geopolynesie.com/,PF,Geopolynesia
Tahiti Perles,336,https://aquaculture.spc.int/noticeattachments/35_1271647479.pdf,PF,Institute for Pacific Coral Reefs 
Institute for Pacific Coral Reefs,340,https://www.ephe.psl.eu/institut-des-recifs-coralliens-du-pacifique,PF,PSL University
Te Mana o te Moana,342,https://www.temanaotemoana.org/,PF,Te Mana o te Moana
Group of Study on Marine Mammals (GEMM),343,https://gremm.org/,PF,Groupe d’Étude des Mammifères Marins
National Observatory Service of French Polynesia (CORAIL),795,https://observatoire.criobe.pf/,PF,National Observatory Service of French Polynesia (CORAIL)
French Polynesia Department of Marine Resources (DRMM),802,https://www.ressources-marines.gov.pf/,PF,French Polynesia Department of Marine Resources (DRMM)
Papua New Guinea Conservation and Environment Protection Authority (CEPA),702,https://www.pngcepa.com/,PG,Government of Papua New Guinea
FishBase,431,https://www.fishbase.se/FieldGuide/CountryFieldGuideList.php?requesttimeout=9999&Country=608,PH,FishBase
Quantitative Aquatics ,461,https://www.q-quatics.org/,PH,Quantitative Aquatics 
Institute of Oceanology Polish Academy of Sciences,1,https://www.iopan.gda.pl/,PL,Polish Academy of Sciences
Academic Computer Center of Gdańsk (TASK),2,https://task.gda.pl/en,PL,Gdańsk University of Technology
Satellite Environment Control of Baltic Sea (SatBałtyk),3,https://satbaltyk.iopan.gda.pl/,PL,Satellite Environment Control of Baltic Sea (SatBałtyk)
SoftServe Poland (SSP),375,https://www.softserveinc.com/,PL,SoftServe International
Gdańsk University of Technology,377,https://pg.edu.pl/en,PL,Gdańsk University of Technology
Academic Computer Centre Cyfronet AGH,407,https://www.cyfronet.pl/en,PL,Academic Computer Centre Cyfronet AGH
"Institute of Geophysics, Polish Academy of Sciences (IGPAN)",408,https://www.igf.edu.pl/en/home/,PL,Polish Academy of Sciences 
Maritime Institute - Gdynia Maritime University,585,https://im.umg.edu.pl/,PL,Gdynia Maritime University
Association of Sea Fishermen,586,https://ptryb.pl/,PL,Association of Sea Fishermen
Institute of Oceanology Polish Academy of Sciences,666,https://www.iopan.gda.pl/,PL,Polish Academy of Sciences
Creotech,755,https://creotech.pl/,PL,Creotech
Polish National Institute of Cultural Heritage,922,https://nid.pl/,PL,Polish National Institute of Cultural Heritage
Adam Mickiewicz University Posznan,927,https://amu.edu.pl/,PL,Adam Mickiewicz University Posznan
Pitcairn Natural Resources Division,325,https://www.government.pn/environment,PN,Government of the Pitcairn Islands
Institute for Socio-Ecological Research (ISER Caribe),241,https://www.isercaribe.org/,PR,Institute for Socio-Ecological Research (ISER Caribe)
Interdisciplinar Center of Marine and Environmental Research (CLIMAR),18,https://climar.pt/,PT,Interdisciplinar Center of Marine and Environmental Research (CLIMAR)
Hidromod,74,https://hidromod.com/home-pt-2/,PT,Hidromod
CoLAB +ATLANTIC,79,https://colabatlantic.com/,PT,CoLAB +ATLANTIC
Hydrographic Institute (IH),116,https://www.hidrografico.pt/,PT,Hydrographic Institute (IH)
University of Algarve,231,https://www.ualg.pt/,PT,University of Algarve
National Laboratory for Civil Engineering (LNEC),305,https://www.lnec.pt/,PT,National Laboratory for Civil Engineering (LNEC)
Aquatic Research Network (ARNET),306,https://arnet.pt/en/,PT,Aquatic Research Network (ARNET)
Marine and Environmental Sciences Centre (MARE),307,https://www.mare-centre.pt/en,PT,Marine and Environmental Sciences Centre (MARE)
FCiências.ID,308,https://www.fciencias-id.pt/,PT,University of Lisbon
Faculty of Sciences of University of Lisbon,309,https://ciencias.ulisboa.pt/en,PT,University of Lisbon
University of Algarve,310,https://www.ualg.pt/,PT,University of Algarve
University of Évora,311,https://www.uevora.pt/,PT,University of Évora
Laboratory of Instrumentation and Experimental Particle Physics (LIP),411,https://www.lip.pt/,PT,Laboratory of Instrumentation and Experimental Particle Physics (LIP)
Hidromod,466,https://hidromod.com/home-pt-2/,PT,Hidromod
Laboratory of Instrumentation and Experimental Particle Physics (LIP),532,https://www.lip.pt/,PT,Laboratory of Instrumentation and Experimental Particle Physics (LIP)
Center of Sea Sciences of Algarve,567,https://ccmar.ualg.pt/,PT,University of Algarve
Association of the Higher Technical Institute for Research and Development (IST ID),660,https://ist-id.pt/,PT,Association of the Higher Technical Institute for Research and Development (IST ID)
National Distributed Computing Infrastructure (CNCA Association),792,https://www.incd.pt/,PT,National Distributed Computing Infrastructure (CNCA Association)
Laboratory of Instrumentation and Experimental Particle Physics (LIP),793,https://www.lip.pt/,PT,Laboratory of Instrumentation and Experimental Particle Physics (LIP)
University of Aveiro,816,https://www.ua.pt/,PT,University of Aveiro
Algarve Living Science Centre (CCVAlg),883,https://www.ualg.pt/centro-de-ciencia-viva-do-algarve,PT,University of Algarve
INESC TEC,891,https://www.inesctec.pt/en/institution#about,PT,INESC TEC
"Agência Regional para o Desenvolvimento da Investigação, Tecnologia e Inovação (ARDITI)",893,https://www.arditi.pt/en/about.html,PT,"Agência Regional para o Desenvolvimento da Investigação, Tecnologia e Inovação (ARDITI)"
Center of Technological Research of Algarve (CINTAL),894,https://cintal.ualg.pt/,PT,University of Algarve
Fórum Oceano,897,https://forumoceano.pt/en,PT,Portugal Blue Digital Hub
Portuguese Institute for Sea and Atmosphere (IPMA),899,https://www.ipma.pt/en/oipma/quem/ipma/,PT,Portuguese Institute for Sea and Atmosphere (IPMA)
Portuguese Institute for Sea and Atmosphere (IPMA),935,https://www.ipma.pt/en/oipma/quem/ipma/,PT,Portuguese Institute for Sea and Atmosphere (IPMA)
University of Reunion Island,803,https://www.univ-reunion.fr/,RE,University of Reunion Island
Rumanian Water Association (ARA),13,https://www.ara.ro/,RO,Rumanian Water Association (ARA)
National Institute for Marine Research and Development Grigore Antipa (NIMRD Grigore Antipa),252,https://www.rmri.ro/Home/Products.html,RO,National Institute for Marine Research and Development Grigore Antipa (NIMRD Grigore Antipa)
The Research Institute for Agriculture Economy and Rural Development (ICEADR),253,https://iceadr.ro/,RO,The Research Institute for Agriculture Economy and Rural Development (ICEADR)
Danube Delta Local Action Group Association,263,https://www.galdeltadunarii.ro/,RO,Danube Delta Local Action Group Association
Central Dobrogea Local Action Group (GALDC),264,https://www.galdc.ro/,RO,Central Dobrogea Local Action Group (GALDC)
Research Centre for Spatial Information (UPB-CEOSPaceTech),393,https://upb.ro/,RO,University Politehnica of Bucharest
University of Constanța “Ovidius” (UOC),394,https://admission.univ-ovidius.ro/v2/,RO,University of Constanța “Ovidius” (UOC)
Romanian Space Agency (ROSA),395,https://rosa.ro/,RO,Romanian Space Agency (ROSA)
National Research-Development Institute for Earth Physics of Romania (INCDFP),396,https://magurelesciencepark.ro/en/national-research-development-institute-for-earth-physics/,RO,National Research-Development Institute for Earth Physics of Romania (INCDFP)
Iași University of Life Sciences “Ion Ionescu de la Brad” (IULS),397,https://iuls.ro/en/,RO,Iași University of Life Sciences Ion Ionescu de la Brad (IULS Ion Ionescu de la Brad)
Eau de Web (EDW),398,https://eaudeweb.ro/,RO,Eau de Web (EDW)
Multidimension,400,https://dteclimate.upb.ro/partners/multidimension-srl/,RO,Multidimension
GreenSoft,401,https://www.greensoft.com.ro/,RO,GreenSoft
Investigatii Medicale Praxis,402,https://listafirme.ro/investigatii-medicale-praxis-srl-9550768/,RO,Investigatii Medicale Praxis
National Institute of Marine Geology and Geoecology (GeoEcoMar),515,https://geoecomar.ro/,RO,National Institute of Marine Geology and Geoecology (GeoEcoMar)
The National Institute for Research and Development on Marine Geology and Geo-ecology (GeoEcoMar),675,https://geoecomar.ro/en/,RO,The National Institute for Research and Development on Marine Geology and Geo-ecology of Romania (GeoEcoMar) 
National Institute of Marine Geology and Geoecology (GeoEcoMar),811,https://geoecomar.ro/,RO,National Institute of Marine Geology and Geoecology (GeoEcoMar)
Association WWF Romania,832,https://wwf.ro/,RO,Association WWF Romania
EXIT Foundation,20,https://www.exitfondacija.org/,RS,EXIT Foundation
Zentrix Lab (ZEN),843,https://zentrixlab.com/,RS,Zentrix Lab (ZEN)
Shirshov Institute of Oceanology of the Russian Academy of Sciences (IO RAS),215,https://ocean.ru/en/,RU,Shirshov Institute of Oceanology of the Russian Academy of Sciences (IO RAS)
State Research Center of the Russian Federation,367,https://elektropribor.spb.ru/,RU,State Research Center of the Russian Federation
Shirshov Institute of Oceanology of the Russian Academy of Sciences (IO RAS),872,https://ocean.ru/en/,RU,Shirshov Institute of Oceanology of the Russian Academy of Sciences (IO RAS)
Red Sea Development Company (TRSDC),709,https://www.redseaglobal.com/,SA,Red Sea Development Company (TRSDC)
King Abdullah University of Science and Technology (KAUST),710,https://www.kaust.edu.sa/en/,SA,King Abdullah University of Science and Technology (KAUST)
Royal Institute of Technology (KTH),25,https://www.kth.se/en,SE,Royal Institute of Technology (KTH)
Swedish Meteorological and Hydrological Institute (SMHI),118,https://www.smhi.se/,SE,Swedish Meteorological and Hydrological Institute (SMHI)
Stockholm University,249,https://www.su.se/,SE,Stockholm University
Stockholm Environment Institute (SEI),259,https://www.sei.org/,SE,Stockholm Environment Institute (SEI)
Niras,260,https://www.niras.se/,SE,Niras
Roslagen Campus,261,https://campusroslagen.se/,SE,Roslagen Campus
Global Challenge,274,https://globalutmaning.se/,SE,Global Utmaning
"Department of Aquatic Resources (SLU Aqua), Swedish University of Agricultural Sciences",446,https://www.slu.se/en/about-slu/organisation/departments/aquatic-resources/,SE,Swedish University of Agricultural Sciences
Lund University,533,https://www.lunduniversity.lu.se/home,SE,Lund University
Ericsson,550,https://www.ericsson.com/,SE,Ericsson
University of Uppsala ,696,https://www.uu.se/,SE,University of Uppsala 
Swedish Meteorological and Hydrological Institute (SMHI),766,https://www.smhi.se/,SE,Swedish Meteorological and Hydrological Institute (SMHI)
Stockholm Resilience Centre,841,https://www.stockholmresilience.org/,SE,Stockholm University
Nanyang Technological University (NTU),612,https://www.ntu.edu.sg/,SG,Nanyang Technological University (NTU)
"Agency for Science, Technology and Research of Singapore (A*STAR)",613,https://www.a-star.edu.sg/,SG,"Agency for Science, Technology and Research of Singapore (A*STAR)"
Seatrium (SG),614,https://seatrium.com/,SG,Seatrium (SG)
123 Zero,10,https://123zero.eu/,SI,123 Zero
University of Maribor,31,https://www.um.si/en/home-page/,SI,University of Maribor
Geological Survey of Slovenia (GeoZS),510,https://www.geo-zs.si/,SI,Geological Survey of Slovenia (GeoZS)
University Assane Seck de Ziguinchor,823,https://uasz.sn/,SN,University Assane Seck de Ziguinchor
Asian Institute Of Technology (AIT),11,https://ait.ac.th/,TH,Asian Institute Of Technology (AIT)
Faculty of Sciences of Bizerte (FSB),48,http://www.fsb.rnu.tn,TN,University of Carthage
National Institute of Meteorology,941,https://www.meteo.tn/,TN,National Institute of Meteorology
